title,brand,source_url,ddr_type,capacity_gb,speed_mhz,cas_latency,num_sticks,form_factor,has_rgb,price_usd,scraped_at
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2B6000C38,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl38-desktop-memory-black/p/N82E16820982128?Item=N82E16820982128,DDR5,32,6000,38,2,DIMM,True,459.99,2026-05-08T19:27:51.117694
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K16G60C36U5B,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820156394?Item=N82E16820156394,DDR5,32,6000,36,2,DIMM,False,394.99,2026-05-08T19:27:51.118066
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL30 1.25V SK Hynix Original IC Gaming Desktop Memory Module Black, for AMD EXPO (TMXSAO1660830KKK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000V1?Item=0RN-00MB-000V1,DDR5,32,6000,30,2,DIMM,False,419.99,2026-05-08T19:27:51.118445
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2F6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982285?Item=N82E16820982285,DDR5,32,6000,-1,2,DIMM,True,464.99,2026-05-08T19:27:51.118847
Team Group 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory Model FLBD516G6000HC38ADC01,Team,https://www.newegg.com/team-group-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl38-memory-black/p/N82E16820985374?Item=N82E16820985374,DDR5,16,6000,38,2,DIMM,False,239.99,2026-05-08T19:27:51.119224
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000C38,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-cl38-desktop-memory-black/p/N82E16820982129?Item=9SIBYT0KW20462,DDR5,32,6000,38,2,DIMM,False,449.0,2026-05-08T19:27:51.119596
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G16GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820374358?Item=N82E16820374358,DDR5,32,6400,-1,2,DIMM,True,519.99,2026-05-08T19:27:51.119940
G.SKILL Ripjaws V Series 16GB 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-16GVK,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232090?Item=N82E16820232090,DDR4,16,3200,16,1,DIMM,False,129.99,2026-05-08T19:27:51.120320
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL30 SK Hynix IC RGB Gaming Desktop Memory Module Black, for AMD EXPO TMXSAL1660830KWK",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000T5?Item=0RN-00MB-000T5,DDR5,32,6000,30,2,DIMM,True,409.99,2026-05-08T19:27:51.120820
Patriot Viper Elite 5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 CL30(PC5 48000) Hynix Desktop Memory Model VEB532G6030KW Compatible with AMD & Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-elite-5-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-white/p/N82E16820225386?Item=N82E16820225386,DDR5,32,6000,30,2,DIMM,False,379.99,2026-05-08T19:27:54.925259
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH32GX5M2B6400C36,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6400-cas-latency-cl36-desktop-memory-black/p/N82E16820236982?Item=N82E16820236982,DDR5,32,6400,36,2,DIMM,True,475.99,2026-05-08T19:27:54.925609
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000Z30,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982040?Item=N82E16820982040,DDR5,32,6000,-1,2,DIMM,False,565.99,2026-05-08T19:27:54.925934
CORSAIR Vengeance RGB Pro SL 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMH16GX4M2E3200C16W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-sl-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-white/p/N82E16820236704?Item=N82E16820236704,DDR4,16,3200,16,2,DIMM,True,169.99,2026-05-08T19:27:54.926315
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374351?Item=N82E16820374351,DDR5,32,6000,-1,2,DIMM,True,509.99,2026-05-08T19:27:54.926641
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2F6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982286?Item=N82E16820982286,DDR5,32,6000,-1,2,DIMM,False,454.99,2026-05-08T19:27:54.926977
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMK32GX5M2B6400C36,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6400-cas-latency-cl36-desktop-memory-black/p/N82E16820236986?Item=N82E16820236986,DDR5,32,6400,36,2,DIMM,False,464.99,2026-05-08T19:27:54.927294
Patriot Viper Venom DDR5 RAM 16GB (1X16GB) 6000MT/s CL30 UDIMM Desktop Gaming Memory Module - PVV516G60C30 Compatible with AMD & Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-venom-16gb-ddr5-6000-cas-latency-cl30/p/0RN-002U-004U3?Item=9SIAMB8KBY8124,DDR5,16,6000,30,1,DIMM,False,199.99,2026-05-08T19:27:54.927581
Team Group T-CREATE EXPERT 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CTCED532G6000HC30DC01,Team,https://www.newegg.com/team-group-t-create-expert-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820985077?Item=N82E16820985077,DDR5,32,6000,30,2,DIMM,False,469.99,2026-05-08T19:27:54.927928
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TF3D432G3200HC16FDC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820331634?Item=N82E16820331634,DDR4,32,3200,16,2,DIMM,True,259.99,2026-05-08T19:27:54.928225
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000C30,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-30-desktop-memory-black/p/N82E16820982007?Item=N82E16820982007,DDR5,32,6000,30,2,DIMM,False,565.99,2026-05-08T19:27:54.928528
G.SKILL Flare X5 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX1-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-16gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-black/p/N82E16820374789?Item=N82E16820374789,DDR5,16,6000,-1,1,DIMM,False,234.99,2026-05-08T19:27:54.928817
Team T-FORCE VULCAN Z 16GB (2 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16FDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-z-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-gray/p/N82E16820331616?Item=N82E16820331616,DDR4,16,3200,16,2,DIMM,False,129.99,2026-05-08T19:27:54.929139
v-color 8GB DDR4 DRAM 3200MHz (PC4-25600) CL22 1.2V U-DIMM Desktop Memory Ram Upgrade Module TD48G32S822-VC,v-color,https://www.newegg.com/v-color-standard-series-8gb-ddr4-3200-cas-latency-cl22-memory-black/p/0RN-00MB-00078?Item=0RN-00MB-00078,DDR4,8,3200,22,1,DIMM,False,59.99,2026-05-08T19:27:54.929460
CORSAIR Vengeance RGB Pro SL 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMH16GX4M2E3200C16,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-sl-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820236703?Item=N82E16820236703,DDR4,16,3200,16,2,DIMM,True,169.99,2026-05-08T19:27:54.929757
CORSAIR Vengeance 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK96GX5M2E6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-96gb-ddr5-6000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982271?Item=9SIAMBVKP45146,DDR5,96,6000,-1,2,DIMM,False,1050.0,2026-05-08T19:27:54.930054
Patriot Viper Venom 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model PVV564G600C36K,Patriot,https://www.newegg.com/patriot-memory-viper-venom-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-matte-black/p/N82E16820225333?Item=N82E16820225333,DDR5,64,6000,36,2,DIMM,False,719.99,2026-05-08T19:27:54.930333
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K16G60C36U5W,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-white/p/N82E16820156406?Item=N82E16820156406,DDR5,32,6000,36,2,DIMM,False,389.99,2026-05-08T19:27:54.930645
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH16GX5M2E6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982326?Item=N82E16820982326,DDR5,16,6000,-1,2,DIMM,True,289.99,2026-05-08T19:27:54.930953
Patriot Memory Viper Venom 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model PVV532G640C32K Compatible with AMD / Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-venom-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/0RN-002U-004U1?Item=0RN-002U-004U1,DDR5,32,6400,32,2,DIMM,False,379.99,2026-05-08T19:27:54.931260
G.SKILL Flare X5 8GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F8GH1-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-8gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820374790?Item=N82E16820374790,DDR5,8,6000,-1,1,DIMM,False,129.99,2026-05-08T19:27:54.931590
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK16GX4M2B3200C16,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820233859?Item=N82E16820233859,DDR4,16,3200,16,2,DIMM,False,164.99,2026-05-08T19:27:54.931921
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-RS5K,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374430?Item=N82E16820374430,DDR5,32,6000,-1,2,DIMM,False,479.99,2026-05-08T19:27:54.932285
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2N6000Z30,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982184?Item=N82E16820982184,DDR5,32,6000,-1,2,DIMM,True,575.99,2026-05-08T19:27:54.932591
G.SKILL Flare X5 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3444F64GX2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl34-desktop-memory-black/p/N82E16820374760?Item=N82E16820374760,DDR5,128,6000,-1,2,DIMM,False,2799.99,2026-05-08T19:27:54.932892
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop memory Model CMK16GX5M2E6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982324?Item=N82E16820982324,DDR5,16,6000,-1,2,DIMM,False,249.99,2026-05-08T19:27:54.933245
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD432G3200HC16FDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-z-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-gray/p/N82E16820331618?Item=N82E16820331618,DDR4,32,3200,16,2,DIMM,False,249.99,2026-05-08T19:27:54.933580
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16CDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-z-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-gray/p/N82E16820331354?Item=N82E16820331354,DDR4,16,3200,16,2,DIMM,False,149.99,2026-05-08T19:27:54.933935
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374427?Item=9SIAG5BKUH7798,DDR5,32,6000,-1,2,DIMM,True,488.0,2026-05-08T19:27:54.934248
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2E6000C36,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820236994?Item=N82E16820236994,DDR5,32,6000,36,2,DIMM,False,409.99,2026-05-08T19:27:54.934591
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GVK,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232928?Item=N82E16820232928,DDR4,32,3600,18,2,DIMM,False,279.99,2026-05-08T19:27:54.934904
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMK64GX5M2B5600C40,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-5600-cas-latency-cl40-desktop-memory-black/p/N82E16820236848?Item=9SIC6MHKW06197,DDR5,64,5600,40,2,DIMM,False,839.99,2026-05-08T19:27:54.935211
Patriot Memory Viper Venom RGB DDR5 RAM 32GB (2X16GB) 6000MT/s CL30 UDIMM Desktop Gaming Memory Kit - PVVR532G600C30K Compatible with AMD / Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-matte-black/p/0RN-002U-004U6?Item=0RN-002U-004U6,DDR5,32,6000,30,2,DIMM,True,389.99,2026-05-08T19:27:54.935527
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000Z38,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl38-desktop-memory-gray/p/N82E16820982307?Item=N82E16820982307,DDR5,32,6000,-1,2,DIMM,False,399.99,2026-05-08T19:27:54.935876
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G16GX2-RS5K,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820374451?Item=N82E16820374451,DDR5,32,6400,-1,2,DIMM,False,499.99,2026-05-08T19:27:54.936195
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model KF432C16BBK2/32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-memory-black/p/0RN-001J-01055?Item=0RN-001J-01055,DDR4,32,3200,16,2,DIMM,False,319.99,2026-05-08T19:27:54.936501
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF3D532G6000HC30DC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820331845?Item=N82E16820331845,DDR5,32,6000,30,2,DIMM,True,469.99,2026-05-08T19:27:58.859295
G.SKILL 8GB DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-8GVKB,G.SKILL,https://www.newegg.com/g-skill-8gb-ddr4-3200-cas-latency-cl38-desktop-memory-black/p/N82E16820374299?Item=N82E16820374299,DDR4,8,3200,16,1,DIMM,False,69.99,2026-05-08T19:27:58.859902
Team T-Force Vulcan 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model FLBD516G5200HC40CDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-16gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820331865?Item=N82E16820331865,DDR5,16,5200,40,2,DIMM,False,239.99,2026-05-08T19:27:58.860666
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BBEAK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820242861?Item=N82E16820242861,DDR5,32,6000,30,2,DIMM,False,499.99,2026-05-08T19:27:58.861212
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2N6000C30,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820982134?Item=N82E16820982134,DDR5,64,6000,30,2,DIMM,True,1189.99,2026-05-08T19:27:58.861863
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G32GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-64gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820374432?Item=N82E16820374432,DDR5,64,6400,-1,2,DIMM,True,979.99,2026-05-08T19:27:58.862377
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBEAK2-16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-014J2?Item=0RN-001J-014J2,DDR5,16,6000,36,2,DIMM,False,279.99,2026-05-08T19:27:58.862748
Team Group T-CREATE EXPERT 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CTCWD532G6000HC30DC01,Team,https://www.newegg.com/team-group-t-create-expert-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820985070?Item=N82E16820985070,DDR5,32,6000,30,2,DIMM,False,469.99,2026-05-08T19:27:58.863185
G.SKILL Flare X5 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model F5-5600J3636C8GH2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-16gb-2-x-8gb-ddr5-5600-pc5-44800-cas-latency-cl36-desktop-memory-black/p/N82E16820374782?Item=N82E16820374782,DDR5,16,5600,-1,2,DIMM,False,264.99,2026-05-08T19:27:58.863794
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C38U5B,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6400-cas-latency-cl38-desktop-memory-black/p/N82E16820156414?Item=9SIAM37KJD4441,DDR5,32,6400,38,2,DIMM,False,398.99,2026-05-08T19:27:58.864493
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL28 1.4V SK Hynix IC RGB Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSAL1660828KWK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000U2?Item=0RN-00MB-000U2,DDR5,32,6000,28,2,DIMM,True,439.99,2026-05-08T19:27:58.865161
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000)  Desktop Memory Model F5-6000J3636F16GX2-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374429?Item=N82E16820374429,DDR5,32,6000,-1,2,DIMM,True,509.99,2026-05-08T19:27:58.865830
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Custom Lab Cherry Blossom Desktop Memory Model CMH32GX5M2B6000Z30CB - Gray,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982276?Item=N82E16820982276,DDR5,32,6000,-1,2,DIMM,True,604.99,2026-05-08T19:27:58.866552
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C32U5B,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-desktop-memory-white/p/N82E16820156451?Item=N82E16820156451,DDR5,32,6400,32,2,DIMM,False,399.99,2026-05-08T19:27:58.867171
G.SKILL Flare X5 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model F5-5600J3636D32GX2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-64gb-ddr5-5600-cas-latency-cl36-desktop-memory-black/p/N82E16820374441?Item=N82E16820374441,DDR5,64,5600,-1,2,DIMM,False,949.99,2026-05-08T19:27:58.867809
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CMH64GX5M2A4800C40,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-4800-pc5-38400-cas-latency-cl40-desktop-memory-black/p/N82E16820982304?Item=N82E16820982304,DDR5,64,4800,40,2,DIMM,False,909.99,2026-05-08T19:27:58.868381
Crucial 16GB 288-Pin PC RAM DDR5 4800 (PC5 38400) Desktop Memory Model CT16G48C40U5,Crucial,https://www.newegg.com/crucial-16gb-ddr5-4800-cas-latency-cl40-desktop-memory-black/p/N82E16820156284?Item=9SIAFYRKS27623,DDR5,16,4800,40,1,DIMM,False,199.99,2026-05-08T19:27:58.868994
G.SKILL Trident Z5 RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374473?Item=9SIAGSCKSP2616,DDR5,64,6000,-1,2,DIMM,True,904.99,2026-05-08T19:27:58.869615
CORSAIR Vengeance RGB Pro SL 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMH32GX4M2D3600C18W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-sl-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-white/p/N82E16820236708?Item=9SIAGHSKP77095,DDR4,32,3600,18,2,DIMM,True,250.0,2026-05-08T19:27:58.870241
Crucial Pro Overclocking 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K32G60C40U5W,Crucial,https://www.newegg.com/crucial-pro-overclocking-64gb-ddr5-6000-cas-latency-cl40-desktop-memory-white/p/N82E16820156420?Item=N82E16820156420,DDR5,64,6000,40,2,DIMM,False,735.99,2026-05-08T19:27:58.870951
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BWEAK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-white/p/N82E16820242863?Item=N82E16820242863,DDR5,32,6000,30,2,DIMM,False,499.99,2026-05-08T19:27:58.871640
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK32GX5M2B6000Z38,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl38-desktop-memory-gray/p/N82E16820982308?Item=N82E16820982308,DDR5,32,6000,-1,2,DIMM,True,449.99,2026-05-08T19:27:58.872058
XPG LANCER 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-CLARBK,XPG,https://www.newegg.com/xpg-lancer-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820246105?Item=N82E16820246105,DDR5,16,6000,30,1,DIMM,False,199.99,2026-05-08T19:27:58.872513
